strategy,dataset,model,test_type,result_type,result_dir,timestamp,mIoU,mAcc,aAcc,fwIoU,num_images,has_per_domain,has_per_class,per_domain_metrics
std_randaugment,cityscapes,segnext_mscan-b,test_results_detailed,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/std_randaugment/cityscapes/segnext_mscan-b/test_results_detailed/20260209_141715,20260209_141715,64.16021771321347,73.77213081991151,93.50077074834967,88.51107915798468,500,True,True,"{'frankfurt': {'mIoU': 61.71397318528086, 'mAcc': 71.86058819926787, 'aAcc': 92.35362065680123, 'fwIoU': 86.66793834527228}, 'lindau': {'mIoU': 61.24761575065792, 'mAcc': 70.20998652051935, 'aAcc': 94.06719600169069, 'fwIoU': 89.26931809304548}, 'munster': {'mIoU': 63.930933467366, 'mAcc': 72.59108196447758, 'aAcc': 94.97347776010088, 'fwIoU': 91.045930113685}}"
baseline,acdc,mask2former_swin-b,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/baseline/cityscapes/mask2former_swin-b/test_results_acdc/20260208_203921,20260208_203921,51.1145071608296,68.95804856863714,84.8745137259027,74.67259862171667,2003,True,True,"{'foggy': {'mIoU': 65.2351393367111, 'mAcc': 80.6728488334168, 'aAcc': 93.67214152241095, 'fwIoU': 88.75538158712405}, 'night': {'mIoU': 34.029097440286314, 'mAcc': 54.73128498795221, 'aAcc': 67.4882777270708, 'fwIoU': 50.48642661494552}, 'rainy': {'mIoU': 53.77453250716787, 'mAcc': 74.50605814447087, 'aAcc': 90.66693403312638, 'fwIoU': 84.50481826661681}, 'snowy': {'mIoU': 51.034329355283134, 'mAcc': 66.90801454515841, 'aAcc': 87.28373296858395, 'fwIoU': 78.44843263235606}}"
baseline,acdc,pspnet_r50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/baseline/cityscapes/pspnet_r50/test_results_acdc/20260208_162221,20260208_162221,36.3595749291436,50.50802590686941,77.62463510182009,66.0063967529268,2003,True,True,"{'foggy': {'mIoU': 51.629511802217955, 'mAcc': 65.50732900201979, 'aAcc': 88.12218079037405, 'fwIoU': 80.40467388826028}, 'night': {'mIoU': 20.585768835427494, 'mAcc': 35.56381027410354, 'aAcc': 56.84905363973846, 'fwIoU': 41.681979065639155}, 'rainy': {'mIoU': 40.38915954196181, 'mAcc': 53.54457581055565, 'aAcc': 83.83275730776337, 'fwIoU': 75.7638488377384}, 'snowy': {'mIoU': 37.80546519337001, 'mAcc': 49.65918919444244, 'aAcc': 81.21540307568323, 'fwIoU': 69.36318638449121}}"
baseline,acdc,segformer_mit-b3,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/baseline/cityscapes/segformer_mit-b3/test_results_acdc/20260208_004458,20260208_004458,45.59974897469183,58.435703765330295,82.55634624744084,71.43958338120441,2003,True,True,"{'foggy': {'mIoU': 59.76258469233038, 'mAcc': 70.35019812987365, 'aAcc': 91.1011084567865, 'fwIoU': 84.60664080762938}, 'night': {'mIoU': 29.170807084311445, 'mAcc': 41.844411232198745, 'aAcc': 66.38919030050864, 'fwIoU': 48.65257580022702}, 'rainy': {'mIoU': 47.72511747293677, 'mAcc': 63.1341690629013, 'aAcc': 86.5919965728481, 'fwIoU': 79.37525009899609}, 'snowy': {'mIoU': 45.57724889057649, 'mAcc': 57.240968695888185, 'aAcc': 85.7545323330997, 'fwIoU': 76.25285549440778}}"
baseline,acdc,segnext_mscan-b,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/baseline/cityscapes/segnext_mscan-b/test_results_acdc/20260208_154725,20260208_154725,44.883641611174376,59.35308120497322,83.13923589168287,72.69330330270837,2003,True,True,"{'foggy': {'mIoU': 60.574169391202695, 'mAcc': 72.62565859303139, 'aAcc': 92.03498859178988, 'fwIoU': 86.050557438539}, 'night': {'mIoU': 29.869153178061048, 'mAcc': 44.3208333290477, 'aAcc': 67.48662503330308, 'fwIoU': 51.10370148777822}, 'rainy': {'mIoU': 43.441145981532166, 'mAcc': 60.86055194327623, 'aAcc': 85.667335911431, 'fwIoU': 78.69093125944615}, 'snowy': {'mIoU': 46.0216206606199, 'mAcc': 59.564011345950405, 'aAcc': 86.96437303998427, 'fwIoU': 78.09629279051737}}"
gen_Attribute_Hallucination,acdc,mask2former_swin-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Attribute_Hallucination/cityscapes/mask2former_swin-b_ratio0p50/test_results_acdc/20260210_015031,20260210_015031,51.878879838877445,70.3595019802373,85.57427970157217,75.63045218093157,2003,True,True,"{'foggy': {'mIoU': 66.11070345146058, 'mAcc': 80.05376784273675, 'aAcc': 93.62213957670842, 'fwIoU': 88.64383953053391}, 'night': {'mIoU': 36.07199489221064, 'mAcc': 58.0281051854641, 'aAcc': 69.79760440321178, 'fwIoU': 53.489968020078734}, 'rainy': {'mIoU': 52.43053947160015, 'mAcc': 73.5601211088581, 'aAcc': 90.51474147624403, 'fwIoU': 84.27913319708183}, 'snowy': {'mIoU': 53.37983217737302, 'mAcc': 70.28085312315962, 'aAcc': 88.0046209825937, 'fwIoU': 79.46841833856409}}"
gen_Attribute_Hallucination,acdc,pspnet_r50_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Attribute_Hallucination/cityscapes/pspnet_r50_ratio0p50/test_results_acdc/20260209_190429,20260209_190429,37.841558309236866,51.91850145075831,78.58964991662383,66.87005731298179,2003,True,True,"{'foggy': {'mIoU': 52.22107024882193, 'mAcc': 66.97470896327007, 'aAcc': 88.30992069851406, 'fwIoU': 80.71877179601893}, 'night': {'mIoU': 22.572848581938835, 'mAcc': 36.941790707692014, 'aAcc': 61.26874293364519, 'fwIoU': 45.13187418967463}, 'rainy': {'mIoU': 40.756000327560095, 'mAcc': 54.54721592238152, 'aAcc': 83.85806155449843, 'fwIoU': 75.81929305805618}, 'snowy': {'mIoU': 38.074447721047584, 'mAcc': 50.68584693848508, 'aAcc': 80.53187511272132, 'fwIoU': 68.54137803171757}}"
gen_Attribute_Hallucination,acdc,segformer_mit-b3_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Attribute_Hallucination/cityscapes/segformer_mit-b3_ratio0p50/test_results_acdc/20260208_121945,20260208_121945,45.26081560237212,58.054742146690415,82.82764745590691,71.47355138766952,2003,True,True,"{'foggy': {'mIoU': 60.064795347435265, 'mAcc': 70.76328102431879, 'aAcc': 91.35991462002843, 'fwIoU': 84.80752565414339}, 'night': {'mIoU': 27.830541533492585, 'mAcc': 41.11768741752247, 'aAcc': 65.83738994403944, 'fwIoU': 47.4039944055435}, 'rainy': {'mIoU': 48.00193296312973, 'mAcc': 64.70291524089187, 'aAcc': 87.50277958922237, 'fwIoU': 80.14518725701313}, 'snowy': {'mIoU': 45.830132900687765, 'mAcc': 56.5828003344928, 'aAcc': 86.20889928021425, 'fwIoU': 76.72885614635587}}"
gen_Attribute_Hallucination,acdc,segnext_mscan-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Attribute_Hallucination/cityscapes/segnext_mscan-b_ratio0p50/test_results_acdc/20260209_221735,20260209_221735,44.521324547965015,59.04417985234538,82.33354173048295,71.29150224870668,2003,True,True,"{'foggy': {'mIoU': 59.13582600388396, 'mAcc': 70.95791725521295, 'aAcc': 91.25687311674179, 'fwIoU': 84.74364142246407}, 'night': {'mIoU': 30.479269978464966, 'mAcc': 47.408484123521724, 'aAcc': 67.22642502703407, 'fwIoU': 50.10816982259018}, 'rainy': {'mIoU': 43.42725405793703, 'mAcc': 61.22553407389989, 'aAcc': 84.88432699470432, 'fwIoU': 77.8856208652476}, 'snowy': {'mIoU': 45.66303244869175, 'mAcc': 58.684063249426366, 'aAcc': 85.58211832371586, 'fwIoU': 75.81846541084974}}"
gen_CNetSeg,acdc,pspnet_r50_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_CNetSeg/cityscapes/pspnet_r50_ratio0p50/test_results_acdc/20260210_051606,20260210_051606,36.88457316791433,51.28569922186293,78.21708267732494,66.67820500432113,2003,True,True,"{'foggy': {'mIoU': 51.27858148874543, 'mAcc': 65.64272612703252, 'aAcc': 88.21614778493101, 'fwIoU': 80.6778550800233}, 'night': {'mIoU': 22.2989872865421, 'mAcc': 36.49516760948076, 'aAcc': 60.34308113282282, 'fwIoU': 44.85956732061538}, 'rainy': {'mIoU': 40.49376143010129, 'mAcc': 54.53572314765328, 'aAcc': 83.69998831652764, 'fwIoU': 75.69015790761149}, 'snowy': {'mIoU': 36.95252396429803, 'mAcc': 49.27330673015359, 'aAcc': 80.20749990703084, 'fwIoU': 68.1579200787265}}"
gen_CNetSeg,acdc,segformer_mit-b3_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_CNetSeg/cityscapes/segformer_mit-b3_ratio0p50/test_results_acdc/20260208_140214,20260208_140214,43.73957298441642,56.69834603943055,81.87501994706075,70.37569336279714,2003,True,True,"{'foggy': {'mIoU': 58.88782430677257, 'mAcc': 69.84368416879315, 'aAcc': 89.61877669163832, 'fwIoU': 82.47001723662433}, 'night': {'mIoU': 26.411773246697816, 'mAcc': 40.10158035437257, 'aAcc': 64.46832623702538, 'fwIoU': 46.23548299665558}, 'rainy': {'mIoU': 47.450036812701455, 'mAcc': 60.97633933681285, 'aAcc': 87.31525322890575, 'fwIoU': 79.9489328631744}, 'snowy': {'mIoU': 45.201688820506504, 'mAcc': 56.41264242863308, 'aAcc': 85.69389660525144, 'fwIoU': 75.94506928320428}}"
gen_CNetSeg,acdc,segnext_mscan-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_CNetSeg/cityscapes/segnext_mscan-b_ratio0p50/test_results_acdc/20260210_014116,20260210_014116,44.34665780405076,59.547703388316975,81.88252875130956,70.48300557621478,2003,True,True,"{'foggy': {'mIoU': 57.513357520296736, 'mAcc': 71.94485966363261, 'aAcc': 89.93278421356449, 'fwIoU': 82.78412976622423}, 'night': {'mIoU': 27.101683815099438, 'mAcc': 42.73169736763956, 'aAcc': 65.61570281225487, 'fwIoU': 47.38634533572178}, 'rainy': {'mIoU': 46.814332084540546, 'mAcc': 64.17453956338703, 'aAcc': 85.51482848082543, 'fwIoU': 78.32228307433593}, 'snowy': {'mIoU': 47.21131615860345, 'mAcc': 60.65100858108573, 'aAcc': 86.06173565734547, 'fwIoU': 76.60502455422896}}"
gen_CUT,acdc,mask2former_swin-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_CUT/cityscapes/mask2former_swin-b_ratio0p50/test_results_acdc/20260210_065154,20260210_065154,52.712486881843205,69.68126340731055,85.38228941537199,75.22631331466964,2003,True,True,"{'foggy': {'mIoU': 65.58482778798937, 'mAcc': 79.94509195672448, 'aAcc': 93.49164377027637, 'fwIoU': 88.46256712173668}, 'night': {'mIoU': 36.24604006007493, 'mAcc': 56.571003836360426, 'aAcc': 69.53487635346029, 'fwIoU': 52.87631460121985}, 'rainy': {'mIoU': 54.96738747544132, 'mAcc': 74.66157742130105, 'aAcc': 90.57830702342412, 'fwIoU': 84.26541372244061}, 'snowy': {'mIoU': 51.95244272123523, 'mAcc': 67.87614718529264, 'aAcc': 87.57034346959654, 'fwIoU': 78.78703693162072}}"
gen_CUT,acdc,pspnet_r50_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_CUT/cityscapes/pspnet_r50_ratio0p50/test_results_acdc/20260210_012246,20260210_012246,37.15488400732188,50.91258539955711,77.54759088749762,65.81520816805515,2003,True,True,"{'foggy': {'mIoU': 52.16567558870737, 'mAcc': 65.8869573596619, 'aAcc': 88.35974487256823, 'fwIoU': 80.81112006033976}, 'night': {'mIoU': 21.810761576411565, 'mAcc': 35.50834007823431, 'aAcc': 59.40232310945529, 'fwIoU': 44.324163535255714}, 'rainy': {'mIoU': 39.804321445940396, 'mAcc': 53.20021679095282, 'aAcc': 82.78774196595552, 'fwIoU': 74.42337911079197}, 'snowy': {'mIoU': 38.19902071477328, 'mAcc': 50.5878657850382, 'aAcc': 79.23024439501106, 'fwIoU': 66.45421337208639}}"
gen_CUT,acdc,segformer_mit-b3_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_CUT/cityscapes/segformer_mit-b3_ratio0p50/test_results_acdc/20260208_122026,20260208_122026,45.11419623091825,57.007604804343394,82.9870822469548,71.71858297016158,2003,True,True,"{'foggy': {'mIoU': 60.500996041142315, 'mAcc': 71.03320142741494, 'aAcc': 91.41158256333473, 'fwIoU': 84.91509460111236}, 'night': {'mIoU': 28.510130465602995, 'mAcc': 40.319966751115196, 'aAcc': 66.4395325421434, 'fwIoU': 47.93336638255656}, 'rainy': {'mIoU': 47.53236976031273, 'mAcc': 62.618901698002624, 'aAcc': 87.69092989667999, 'fwIoU': 80.66716912113033}, 'snowy': {'mIoU': 43.56359799987605, 'mAcc': 54.71427180410583, 'aAcc': 86.01951490689345, 'fwIoU': 76.50586669732263}}"
gen_CUT,acdc,segnext_mscan-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_CUT/cityscapes/segnext_mscan-b_ratio0p50/test_results_acdc/20260210_005134,20260210_005134,45.447461673680216,59.062186386361674,81.81737950953726,70.56028995118508,2003,True,True,"{'foggy': {'mIoU': 57.80124208222608, 'mAcc': 71.89888097958318, 'aAcc': 90.12037815324092, 'fwIoU': 83.2808326246093}, 'night': {'mIoU': 30.695901018678118, 'mAcc': 43.596916946948674, 'aAcc': 66.42204146329725, 'fwIoU': 49.31048429629589}, 'rainy': {'mIoU': 45.09310580460652, 'mAcc': 61.3011529023494, 'aAcc': 85.24001663859042, 'fwIoU': 77.78810808951006}, 'snowy': {'mIoU': 45.47505343395357, 'mAcc': 59.0078066851895, 'aAcc': 85.10853437571029, 'fwIoU': 75.18322880184066}}"
gen_IP2P,acdc,mask2former_swin-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_IP2P/cityscapes/mask2former_swin-b_ratio0p50/test_results_acdc/20260210_013135,20260210_013135,51.51041398599672,69.71799021471166,85.34315919213485,75.20204257213962,2003,True,True,"{'foggy': {'mIoU': 65.43304904842448, 'mAcc': 80.01649539664578, 'aAcc': 93.4864003221157, 'fwIoU': 88.45939650721743}, 'night': {'mIoU': 36.255098148749205, 'mAcc': 57.99715800197579, 'aAcc': 69.97059696119791, 'fwIoU': 53.382500871701275}, 'rainy': {'mIoU': 52.66584957907231, 'mAcc': 73.78237678061448, 'aAcc': 90.1594288522107, 'fwIoU': 83.63792746939015}, 'snowy': {'mIoU': 51.5893160562299, 'mAcc': 68.07395752326941, 'aAcc': 87.40970083431081, 'fwIoU': 78.55545020376745}}"
gen_IP2P,acdc,pspnet_r50_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_IP2P/cityscapes/pspnet_r50_ratio0p50/test_results_acdc/20260209_171903,20260209_171903,35.23510198847873,50.58356186196752,77.54436665894227,65.82035850806227,2003,True,True,"{'foggy': {'mIoU': 50.49827778391951, 'mAcc': 65.83247559937722, 'aAcc': 88.11454557962315, 'fwIoU': 80.35082491548923}, 'night': {'mIoU': 20.793764205335364, 'mAcc': 36.31280565108529, 'aAcc': 58.45600221770897, 'fwIoU': 43.19314706776822}, 'rainy': {'mIoU': 39.27897278079804, 'mAcc': 53.26622864083358, 'aAcc': 83.15214366859375, 'fwIoU': 75.03717898557206}, 'snowy': {'mIoU': 36.07333262454504, 'mAcc': 49.14459241926911, 'aAcc': 80.01928821992989, 'fwIoU': 67.88350097497559}}"
gen_IP2P,acdc,segformer_mit-b3_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_IP2P/cityscapes/segformer_mit-b3_ratio0p50/test_results_acdc/20260208_114648,20260208_114648,44.364689502937324,56.14629665265043,81.8584694007106,70.5554992376275,2003,True,True,"{'foggy': {'mIoU': 59.91775094675079, 'mAcc': 70.48852899081831, 'aAcc': 90.16799159821834, 'fwIoU': 83.29019423120975}, 'night': {'mIoU': 27.363011740738475, 'mAcc': 40.38393723519162, 'aAcc': 65.50403918189296, 'fwIoU': 47.38630656510802}, 'rainy': {'mIoU': 46.679378756792865, 'mAcc': 61.02472052297643, 'aAcc': 86.06518300377931, 'fwIoU': 79.02265541169088}, 'snowy': {'mIoU': 44.187227183201074, 'mAcc': 54.27818184934636, 'aAcc': 85.30397803248746, 'fwIoU': 75.48705325520882}}"
gen_IP2P,acdc,segnext_mscan-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_IP2P/cityscapes/segnext_mscan-b_ratio0p50/test_results_acdc/20260209_171757,20260209_171757,42.77134626600761,58.89100601678469,81.7134537677779,70.62660795547072,2003,True,True,"{'foggy': {'mIoU': 58.47384818249021, 'mAcc': 71.8461841157189, 'aAcc': 90.87514764424677, 'fwIoU': 84.09224531265077}, 'night': {'mIoU': 27.71533455891274, 'mAcc': 44.9412284853385, 'aAcc': 65.88073608919782, 'fwIoU': 48.52764468126649}, 'rainy': {'mIoU': 43.77338736168165, 'mAcc': 61.24245977076416, 'aAcc': 84.35557612362274, 'fwIoU': 77.16762901115898}, 'snowy': {'mIoU': 45.02068391880627, 'mAcc': 58.92868256153482, 'aAcc': 85.337304496151, 'fwIoU': 75.99004988079497}}"
gen_Img2Img,acdc,mask2former_swin-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Img2Img/cityscapes/mask2former_swin-b_ratio0p50/test_results_acdc/20260210_071018,20260210_071018,51.528344486875675,68.74939309185943,85.084353874438,74.846509673872,2003,True,True,"{'foggy': {'mIoU': 62.908338659854635, 'mAcc': 78.34075576981067, 'aAcc': 93.45067719092222, 'fwIoU': 88.40456251901927}, 'night': {'mIoU': 35.006898518562075, 'mAcc': 54.58104094131436, 'aAcc': 68.32766774050158, 'fwIoU': 51.23567874234214}, 'rainy': {'mIoU': 54.07763356388815, 'mAcc': 74.23647639066363, 'aAcc': 90.51808659524558, 'fwIoU': 84.10458409696312}, 'snowy': {'mIoU': 52.16679182498998, 'mAcc': 68.33229767670856, 'aAcc': 87.66370515512133, 'fwIoU': 78.94447851140144}}"
gen_Img2Img,acdc,pspnet_r50_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Img2Img/cityscapes/pspnet_r50_ratio0p50/test_results_acdc/20260210_021546,20260210_021546,37.738415474068844,52.23462014817905,78.27131379854593,67.05637150272632,2003,True,True,"{'foggy': {'mIoU': 52.16780232504322, 'mAcc': 66.3556999374829, 'aAcc': 88.65540440326347, 'fwIoU': 81.3153812378286}, 'night': {'mIoU': 22.81800945341166, 'mAcc': 37.78736721508938, 'aAcc': 59.17922787923003, 'fwIoU': 44.004258664911504}, 'rainy': {'mIoU': 41.00289166466428, 'mAcc': 54.99983077924566, 'aAcc': 83.43256109171692, 'fwIoU': 75.74305098923763}, 'snowy': {'mIoU': 39.24612383850529, 'mAcc': 52.125464447287705, 'aAcc': 81.37063872916424, 'fwIoU': 69.81933280752993}}"
gen_Img2Img,acdc,segformer_mit-b3_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Img2Img/cityscapes/segformer_mit-b3_ratio0p50/test_results_acdc/20260208_125418,20260208_125418,46.12514596265548,57.95264987994733,82.8892829096261,71.73631452862979,2003,True,True,"{'foggy': {'mIoU': 60.00921812941811, 'mAcc': 70.421997931376, 'aAcc': 91.14825463958722, 'fwIoU': 84.72127525661469}, 'night': {'mIoU': 28.45429389796486, 'mAcc': 41.32657963089601, 'aAcc': 65.97957856861775, 'fwIoU': 48.018628009417604}, 'rainy': {'mIoU': 48.79872934333154, 'mAcc': 62.82304946713963, 'aAcc': 87.52263320608567, 'fwIoU': 80.33710219825842}, 'snowy': {'mIoU': 46.98936029759384, 'mAcc': 57.46675366674434, 'aAcc': 86.5047472142936, 'fwIoU': 77.32249896211661}}"
gen_Img2Img,acdc,segnext_mscan-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Img2Img/cityscapes/segnext_mscan-b_ratio0p50/test_results_acdc/20260210_014148,20260210_014148,46.062009768687176,59.78588267111389,82.8424890253917,71.97637709768354,2003,True,True,"{'foggy': {'mIoU': 60.13139132799875, 'mAcc': 71.83250921508811, 'aAcc': 91.42491135963117, 'fwIoU': 85.15038584309363}, 'night': {'mIoU': 29.439099719564766, 'mAcc': 43.82480012132636, 'aAcc': 67.0297645205398, 'fwIoU': 49.77549303529587}, 'rainy': {'mIoU': 47.106061325535556, 'mAcc': 63.150848555292804, 'aAcc': 86.05284078244463, 'fwIoU': 78.85270575496847}, 'snowy': {'mIoU': 48.274739868146604, 'mAcc': 60.54002654822553, 'aAcc': 86.46693071395104, 'fwIoU': 77.15593228941871}}"
gen_Qwen_Image_Edit,acdc,mask2former_swin-b_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Qwen_Image_Edit/cityscapes/mask2former_swin-b_ratio0p50/test_results_acdc/20260210_081122,20260210_081122,50.91724141282338,68.55545899731791,85.23345480525643,75.05893195343923,2003,True,True,"{'foggy': {'mIoU': 62.5130169933408, 'mAcc': 77.80662090635295, 'aAcc': 93.5974423650453, 'fwIoU': 88.64521222375048}, 'night': {'mIoU': 34.998380687332634, 'mAcc': 55.99550588034755, 'aAcc': 68.48032873075849, 'fwIoU': 50.97902239344422}, 'rainy': {'mIoU': 52.67970912853577, 'mAcc': 73.33458304781195, 'aAcc': 90.54840727756036, 'fwIoU': 84.28918178973217}, 'snowy': {'mIoU': 51.425154714901986, 'mAcc': 67.62114663895483, 'aAcc': 87.92769713682873, 'fwIoU': 79.45865510184518}}"
gen_Qwen_Image_Edit,acdc,pspnet_r50_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Qwen_Image_Edit/cityscapes/pspnet_r50_ratio0p50/test_results_acdc/20260210_044743,20260210_044743,37.074731683454154,51.756000328653116,78.18092352373566,67.21231671302887,2003,True,True,"{'foggy': {'mIoU': 51.64119075911987, 'mAcc': 65.50113746409005, 'aAcc': 88.73147028210924, 'fwIoU': 81.32463617975806}, 'night': {'mIoU': 22.3513900110741, 'mAcc': 37.814499886043635, 'aAcc': 56.99820066630783, 'fwIoU': 42.761977801080384}, 'rainy': {'mIoU': 40.884744352054526, 'mAcc': 54.94865885205385, 'aAcc': 84.36587249437163, 'fwIoU': 76.55309332882766}, 'snowy': {'mIoU': 38.52736226333344, 'mAcc': 50.86023414253463, 'aAcc': 82.13508689714146, 'fwIoU': 70.87950201434245}}"
gen_Qwen_Image_Edit,acdc,segformer_mit-b3_ratio0p50,test_results_acdc,detailed,/scratch/aaa_exchange/AWARE/WEIGHTS_CITYSCAPES_GEN/gen_Qwen_Image_Edit/cityscapes/segformer_mit-b3_ratio0p50/test_results_acdc/20260208_125701,20260208_125701,45.89405201125601,58.78520255091162,82.88412389715388,71.80525771007618,2003,True,True,"{'foggy': {'mIoU': 60.61306409522508, 'mAcc': 71.74028832905832, 'aAcc': 91.1665871369589, 'fwIoU': 84.65196538023896}, 'night': {'mIoU': 28.17604980505327, 'mAcc': 42.803096731221004, 'aAcc': 66.27679707244188, 'fwIoU': 48.31949869736419}, 'rainy': {'mIoU': 49.53153219938908, 'mAcc': 64.9870562843995, 'aAcc': 87.41344245641277, 'fwIoU': 80.49230307135825}, 'snowy': {'mIoU': 45.82684722057292, 'mAcc': 57.23325687812187, 'aAcc': 86.28573733940966, 'fwIoU': 76.9363742052742}}"
